DEPTH,DT,CNL,DEN,GR,RD,RS,DTXX,sample_weight
2551.875,115.7103535,25.7,2.399,134,5.83,6.03,201.0242791,0.9991442808034312
2552.0,113.6004383,25.2,2.447,137,6.27,6.46,199.221718,0.999741725159132
2552.125,111.319635,24.2,2.483,138,6.72,6.91,197.2035876,0.9999851129663606
2552.25,109.3229487,23.2,2.502,136,7.09,7.26,195.2227805,0.9999965497461399
2552.375,107.1042066,22.4,2.509,134,7.27,7.39,193.4629235,0.9999878163879834
2552.5,105.6124087,21.8,2.523,133,7.14,7.25,191.992287,0.9999844234140248
2552.625,104.7024514,21.3,2.546,134,6.71,6.85,190.7641055,0.9999071909892857
2552.75,104.1490469,21.2,2.568,136,6.14,6.3,189.7561736,0.9998285947199502
2552.875,104.0498819,21.5,2.585,138,5.65,5.82,188.8871697,0.9998119843010339
2553.0,104.4575663,22.1,2.595,138,5.36,5.5,188.1174479,0.9998753617356707
2553.125,104.3451975,22.5,2.596,137,5.32,5.43,187.7750923,0.9998591888835926
2553.25,103.5502955,22.5,2.59,137,5.45,5.52,187.5575622,0.9997166249114516
2553.375,102.6505142,22.0,2.584,138,5.62,5.64,187.5854106,0.9994957396191285
2553.5,102.4674569,21.5,2.583,137,5.68,5.68,188.1681431,0.9994430685228147
2553.625,103.2724671,21.0,2.581,135,5.64,5.62,189.6038833,0.9996551637324923
2553.75,104.5623569,20.9,2.566,132,5.49,5.48,192.1183662,0.999889555300633
2553.875,106.750103,21.7,2.525,128,5.26,5.28,196.1350165,0.9999550408091504
2554.0,108.9383797,23.0,2.463,125,5.0,5.03,201.0906894,0.9999969951664465
2554.125,109.536187,24.4,2.403,124,4.77,4.8,206.3405961,0.9999966000316557
2554.25,109.8740294,25.4,2.362,124,4.61,4.62,211.3186677,0.9999999311347619
2554.375,111.8275352,25.9,2.346,124,4.51,4.48,215.5305685,0.9998609618518554
2554.5,114.7669217,25.8,2.346,123,4.45,4.39,218.5151486,0.9990906060118698
2554.625,114.9264378,25.1,2.344,122,4.44,4.36,219.8116253,0.9990295259265775
2554.75,113.6125203,24.1,2.332,123,4.5,4.4,219.6749785,0.9994735274437575
2554.875,113.0167642,23.4,2.323,127,4.58,4.45,218.4408136,0.9996304855413701
2555.0,113.0426866,23.5,2.337,131,4.63,4.48,216.3419328,0.9996242322975188
2555.125,111.3879323,24.0,2.376,135,4.65,4.49,213.4792959,0.9999182033386419
2555.25,109.9482997,24.0,2.424,139,4.66,4.51,210.2274094,0.9999999978254682
2555.375,108.9193302,23.5,2.464,143,4.7,4.54,207.1606607,0.9999964190155243
2555.5,107.5757587,23.0,2.498,145,4.76,4.59,204.202626,0.9999892640442741
2555.625,106.2923845,22.8,2.531,147,4.82,4.62,201.5887792,0.9999999996728197
2555.75,105.5450885,22.5,2.551,147,4.85,4.63,199.5727312,0.9999999157088576
2555.875,105.1335892,22.1,2.537,146,4.84,4.61,198.2220094,0.9999997333317211
2556.0,104.7668556,22.0,2.498,142,4.78,4.54,197.6282154,0.9999953329095708
2556.125,103.8025364,22.5,2.461,137,4.7,4.47,197.6582778,0.9999850491488776
2556.25,102.87406,22.9,2.453,131,4.71,4.48,198.141499,0.9999981500055902
2556.375,102.4179399,23.0,2.473,126,4.83,4.57,198.9724615,0.9998888416429697
2556.5,102.5624743,23.1,2.505,124,4.98,4.68,200.1382567,0.9999945996369961
2556.625,103.0633766,23.2,2.506,124,5.06,4.72,201.8853039,0.9999993491254043
2556.75,106.1382319,23.3,2.444,127,5.05,4.68,204.143177,0.9999838293424046
